Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Source,EID
"Lee S.W., Cha H., Chung Y., Kim E., Song H., Chang Y., Lee S.J.","55820414800;57189728122;57200731244;57215273419;8231186700;7501840633;56486168900;","The neural correlates of thought–action fusion in healthy adults: A functional magnetic resonance imaging study",2019,"Depression and Anxiety","36","8",,"732","743",,7,"10.1002/da.22933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071057217&doi=10.1002%2fda.22933&partnerID=40&md5=dfdc9ed69d3c18a818aa455fba67de76","Department of Psychiatry, Kyungpook National University Chilgok Hospital, Daegu, South Korea; Department of Medical & Biological Engineering, School of Medicine, Kyungpook National University, Daegu, South Korea; Department of Psychiatry, Kyungpook National University Hospital, Daegu, South Korea; Department of Psychiatry, School of Medicine, Kyungpook National University, Daegu, South Korea; Institute of Biomedical Engineering Research, Kyungpook National University, Daegu, South Korea; Department of Molecular Medicine, School of Medicine, Kyungpook National University, Daegu, South Korea; Department of Radiology, Kyungpook National University Hospital, Daegu, South Korea","Lee, S.W., Department of Psychiatry, Kyungpook National University Chilgok Hospital, Daegu, South Korea; Cha, H., Department of Medical & Biological Engineering, School of Medicine, Kyungpook National University, Daegu, South Korea; Chung, Y., Department of Psychiatry, Kyungpook National University Hospital, Daegu, South Korea, Department of Psychiatry, School of Medicine, Kyungpook National University, Daegu, South Korea; Kim, E., Department of Medical & Biological Engineering, School of Medicine, Kyungpook National University, Daegu, South Korea; Song, H., Institute of Biomedical Engineering Research, Kyungpook National University, Daegu, South Korea; Chang, Y., Department of Molecular Medicine, School of Medicine, Kyungpook National University, Daegu, South Korea, Department of Radiology, Kyungpook National University Hospital, Daegu, South Korea; Lee, S.J., Department of Psychiatry, Kyungpook National University Hospital, Daegu, South Korea, Department of Psychiatry, School of Medicine, Kyungpook National University, Daegu, South Korea","cognitive fusion; neural network; neutralization; obsession; responsibility","adult; Article; brain region; caudate nucleus; connectome; controlled study; correlation coefficient; dorsal anterior cingulate cortex; evoked cortical response; expectation; female; frontal cortex; functional magnetic resonance imaging; human; human experiment; insula; lingual gyrus; male; medial prefrontal cortex; mentalization; normal human; obsessive compulsive disorder; precuneus; priority journal; psychologic assessment; reading; temporal gyrus; thinking; thought action fusion; brain; brain mapping; diagnostic imaging; nuclear magnetic resonance imaging; pathophysiology; physiology; procedures; South Korea; thinking; young adult; Adult; Brain; Brain Mapping; Humans; Magnetic Resonance Imaging; Male; Obsessive-Compulsive Disorder; Republic of Korea; Thinking; Young Adult",Article,Scopus,2-s2.0-85071057217
"Teed A.R., Han K., Rakic J., Mark D.B., Krawczyk D.C.","57202204923;24343321100;56662006900;57208314379;6602877780;","The influence of oxytocin and vasopressin on men's judgments of social dominance and trustworthiness: An fMRI study of neutral faces",2019,"Psychoneuroendocrinology","106",,,"252","258",,5,"10.1016/j.psyneuen.2019.04.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064454147&doi=10.1016%2fj.psyneuen.2019.04.014&partnerID=40&md5=e6de9a84161fa1f7481325fd3c741ec8","Center for BrainHealth®, The University of Texas at Dallas, United States; Department of Psychology, University of North Texas, Denton, United States; School of Behavioral and Brain Sciences, The University of Texas at Dallas, United States; Department of Psychiatry, University of Texas Southwestern Medical Center, Dallas, United States","Teed, A.R., Center for BrainHealth®, The University of Texas at Dallas, United States; Han, K., Center for BrainHealth®, The University of Texas at Dallas, United States; Rakic, J., Center for BrainHealth®, The University of Texas at Dallas, United States; Mark, D.B., Department of Psychology, University of North Texas, Denton, United States; Krawczyk, D.C., Center for BrainHealth®, The University of Texas at Dallas, United States, School of Behavioral and Brain Sciences, The University of Texas at Dallas, United States, Department of Psychiatry, University of Texas Southwestern Medical Center, Dallas, United States","Dominance; fMRI; Functional connectivity; Intranasal; Oxytocin; Vasopressin","nose spray; oxytocin; vasopressin; oxytocin; vasopressin derivative; amygdala; Article; BOLD signal; brain region; controlled study; decision making; dominance behavior; emotion; facial expression; frontoparietal cortex; functional connectivity; functional magnetic resonance imaging; functional neuroimaging; fusiform gyrus; hippocampus; human; human experiment; image processing; male; mentalization; nerve conduction; normal human; perception; precuneus; priority journal; putamen; social dominance; superior temporal gyrus; task performance; temporoparietal junction; trust; ventral tegmentum; brain; decision making; drug effect; facial recognition; intranasal drug administration; metabolism; neuroimaging; nuclear magnetic resonance imaging; procedures; psychology; social behavior; social dominance; trust; Administration, Intranasal; Amygdala; Brain; Facial Recognition; Hippocampus; Humans; Judgment; Magnetic Resonance Imaging; Male; Men; Neuroimaging; Oxytocin; Social Behavior; Social Dominance; Social Perception; Trust; Vasopressins",Article,Scopus,2-s2.0-85064454147
"Laurita A.C., Hazan C., Spreng R.N.","57195231369;6602568911;16234469200;","Neural signatures of chronic accessibility in parent–adult child attachment bonds",2019,"Social Neuroscience","14","4",,"462","469",,7,"10.1080/17470919.2018.1494037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052069756&doi=10.1080%2f17470919.2018.1494037&partnerID=40&md5=56f68b326e5ebbdd5b5894141f6d7357","Skorton Center for Health Initiatives, Cornell Health, Cornell University, Ithaca, NY, United States; Department of Human Development, Cornell University, Ithaca, NY, United States; Montreal Neurological Institute, Department of Neurology and Neurosurgery, McGill University, Montreal, QC, Canada","Laurita, A.C., Skorton Center for Health Initiatives, Cornell Health, Cornell University, Ithaca, NY, United States, Department of Human Development, Cornell University, Ithaca, NY, United States; Hazan, C., Department of Human Development, Cornell University, Ithaca, NY, United States; Spreng, R.N., Department of Human Development, Cornell University, Ithaca, NY, United States, Montreal Neurological Institute, Department of Neurology and Neurosurgery, McGill University, Montreal, QC, Canada","Attachment; chronic accessibility; fMRI; mental representations; parent-child relationships","adult; aged; brain; child parent relation; diagnostic imaging; female; human; male; middle aged; nuclear magnetic resonance imaging; object relation; physiology; procedures; young adult; Adult; Aged; Brain; Female; Humans; Magnetic Resonance Imaging; Male; Mentalization; Middle Aged; Object Attachment; Parent-Child Relations; Young Adult",Article,Scopus,2-s2.0-85052069756
"Schreiner M.W., Klimes-Dougan B., Cullen K.R.","57192912894;6602178572;23088550700;","Neural Correlates of Suicidality in Adolescents with Major Depression: Resting-State Functional Connectivity of the Precuneus and Posterior Cingulate Cortex",2019,"Suicide and Life-Threatening Behavior","49","3",,"899","913",,22,"10.1111/sltb.12471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056215812&doi=10.1111%2fsltb.12471&partnerID=40&md5=8b9c32dfb765014982efa4115f6044b1","Department of Psychology, University of Minnesota College of Liberal Arts, Minneapolis, MN, United States; Department of Psychiatry, University of Minnesota Medical School, Minneapolis, MN, United States","Schreiner, M.W., Department of Psychology, University of Minnesota College of Liberal Arts, Minneapolis, MN, United States; Klimes-Dougan, B., Department of Psychology, University of Minnesota College of Liberal Arts, Minneapolis, MN, United States; Cullen, K.R., Department of Psychiatry, University of Minnesota Medical School, Minneapolis, MN, United States",,"adolescent; child; cingulate gyrus; depression; diagnostic imaging; female; functional neuroimaging; human; major depression; male; nuclear magnetic resonance imaging; parietal lobe; rest; suicide; suicide attempt; young adult; Adolescent; Child; Depression; Depressive Disorder, Major; Female; Functional Neuroimaging; Gyrus Cinguli; Humans; Magnetic Resonance Imaging; Male; Parietal Lobe; Rest; Suicide; Suicide, Attempted; Young Adult",Article,Scopus,2-s2.0-85056215812
"Acosta H., Straube B., Kircher T.","6505925025;24463966300;55724907000;","Schizotypy and mentalizing: An fMRI study",2019,"Neuropsychologia","124",,,"299","310",,11,"10.1016/j.neuropsychologia.2018.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059459586&doi=10.1016%2fj.neuropsychologia.2018.11.012&partnerID=40&md5=09a9a0517b9a4620758f25e86c766fc4","Department of Psychiatry and Psychotherapy, Philipps-University of Marburg, Germany; The FinnBrain Birth Cohort Study, Turku Brain and Mind Center, Department of Clinical Medicine, University of Turku, Finland","Acosta, H., Department of Psychiatry and Psychotherapy, Philipps-University of Marburg, Germany, The FinnBrain Birth Cohort Study, Turku Brain and Mind Center, Department of Clinical Medicine, University of Turku, Finland; Straube, B., Department of Psychiatry and Psychotherapy, Philipps-University of Marburg, Germany; Kircher, T., Department of Psychiatry and Psychotherapy, Philipps-University of Marburg, Germany","Cooperativity; Precuneus; Schizophrenia; Self-processing; Theory-of-mind","adult; Article; brain function; caudate nucleus; cerebellum; cingulate gyrus; cognition; controlled study; female; functional magnetic resonance imaging; hebephrenia; human; human relation; male; mentalization; neuroimaging; neurologic examination; perception; personality; precuneus; Prisoner Dilemma Game; schizophrenia; schizophrenia assessment; Schizotypal Personality Questionnaire; schizotypy; brain; brain mapping; game; nuclear magnetic resonance imaging; pathophysiology; physiology; psychology; schizotypal personality disorder; theory of mind; young adult; Adult; Brain; Brain Mapping; Female; Game Theory; Humans; Magnetic Resonance Imaging; Male; Schizotypal Personality Disorder; Theory of Mind; Young Adult",Article,Scopus,2-s2.0-85059459586
"Clausi S., Olivito G., Lupo M., Siciliano L., Bozzali M., Leggio M.","23970195900;56096833800;54784997200;57200686116;6701548417;7003285323;","The cerebellar predictions for social interactions: Theory of mind abilities in patients with degenerative cerebellar atrophy",2019,"Frontiers in Cellular Neuroscience","12",,"510","","",,42,"10.3389/fncel.2018.00510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061271294&doi=10.3389%2ffncel.2018.00510&partnerID=40&md5=030e0850b564df554733fca628a127f0","Ataxia Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy; Department of Psychology, Sapienza University of Rome, Rome, Italy; Neuroimage Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy; Sapienza University of Rome, Rome, Italy","Clausi, S., Ataxia Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy, Department of Psychology, Sapienza University of Rome, Rome, Italy; Olivito, G., Ataxia Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy, Department of Psychology, Sapienza University of Rome, Rome, Italy, Neuroimage Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy; Lupo, M., Ataxia Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy; Siciliano, L., Sapienza University of Rome, Rome, Italy; Bozzali, M., Neuroimage Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy; Leggio, M., Ataxia Laboratory, IRCCS Fondazione Santa Lucia, Rome, Italy, Department of Psychology, Sapienza University of Rome, Rome, Italy","Cerebellum; Cerebro-cerebellar networks; Prediction; SBA; Social interaction; Theory of mind; VBM","adult; anxiety; Article; attention; cerebellar ataxia; cerebellum atrophy; cingulate gyrus; clinical article; cognitive defect; controlled study; diffusion weighted imaging; dorsomedial prefrontal cortex; echo planar imaging; electron spin resonance; episodic memory; female; functional connectivity; functional magnetic resonance imaging; human; male; mentalization; middle aged; middle frontal gyrus; mood; neuroimaging; neuropsychological test; neuropsychology; nuclear magnetic resonance imaging; social cognition; social interaction; token test; verbal memory; visual analog scale; voxel based morphometry; Wechsler adult intelligence scale; Wisconsin Card Sorting Test",Article,Scopus,2-s2.0-85061271294
"Nugiel T., Beer J.S.","57190343695;7201990783;","How does motivation modulate the operation of the mentalizing network in person evaluation?",2019,"Journal of Cognitive Neuroscience","32","4",,"664","673",,,"10.1162/jocn_a_01501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081115863&doi=10.1162%2fjocn_a_01501&partnerID=40&md5=04e05856c2f9aa854e4ebea9c9e7c3b4","The University of Texas at Austin, United States","Nugiel, T., The University of Texas at Austin, United States; Beer, J.S., The University of Texas at Austin, United States",,"Cingulate cortex; Computational model; Drift-diffusion model; Evidence accumulation; Group memberships; Network activations; PFC activation; Psychological model; Chemical activation; adult; article; clinical article; computer model; controlled study; diffusion; expectation; female; functional magnetic resonance imaging; human; male; mentalizing network; motivation; posterior cingulate; precuneus; psychological model; self report; temporoparietal junction; brain; brain mapping; group process; nerve tract; nuclear magnetic resonance imaging; physiology; theory of mind; young adult; Adult; Brain; Brain Mapping; Female; Group Processes; Humans; Magnetic Resonance Imaging; Male; Mentalization; Motivation; Neural Pathways; Theory of Mind; Young Adult",Article,Scopus,2-s2.0-85081115863
"Raz G., Valente G., Svanera M., Benini S., Kovács A.B.","54996059200;24315191200;55185157400;24461114800;55668720900;","A robust neural fingerprint of cinematic shot-scale",2019,"Projections (New York)","13","3",,"23","52",,2,"10.3167/proj.2019.130303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077526393&doi=10.3167%2fproj.2019.130303&partnerID=40&md5=f808a8c4a9591a05dcf8d50224013a51","Tel Aviv Sourasky Medical Center, Israel; Maastricht University, Netherlands; University of Brescia, Italy; University of Stockholm, Sweden","Raz, G., Tel Aviv Sourasky Medical Center, Israel; Valente, G., Maastricht University, Netherlands; Svanera, M., University of Brescia, Italy; Benini, S., University of Stockholm, Sweden; Kovács, A.B., University of Stockholm, Sweden","Apparent distance; FMRI; Machine learning; Motion pictures; Neural decoding; Shot-scale",,Article,Scopus,2-s2.0-85077526393
"Heil L., Colizoli O., Hartstra E., Kwisthout J., van Pelt S., van Rooij I., Bekkering H.","56145178900;50860998800;35409341600;23397501400;14033617200;6701840447;55154252600;","Processing of prediction errors in mentalizing areas",2019,"Journal of Cognitive Neuroscience","31","6",,"900","912",,6,"10.1162/jocn_a_01381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065093229&doi=10.1162%2fjocn_a_01381&partnerID=40&md5=82dde13ba97736ed6e35ef21ddfa3023","Radboud University, Nijmegen, Netherlands","Heil, L., Radboud University, Nijmegen, Netherlands; Colizoli, O., Radboud University, Nijmegen, Netherlands; Hartstra, E., Radboud University, Nijmegen, Netherlands; Kwisthout, J., Radboud University, Nijmegen, Netherlands; van Pelt, S., Radboud University, Nijmegen, Netherlands; van Rooij, I., Radboud University, Nijmegen, Netherlands; Bekkering, H., Radboud University, Nijmegen, Netherlands",,"Chemical activation; Cognitive systems; Errors; Brain areas; Cognitive process; Cognitive processing; Prediction errors; Prior knowledge; Skill levels; Theory of minds; Forecasting; adult; Article; BOLD signal; female; frontal lobe; functional magnetic resonance imaging; human; human experiment; inferior frontal gyrus; male; mental function; middle frontal gyrus; middle temporal gyrus; normal human; parietal lobe; precuneus; prediction; prediction error; priority journal; reaction time; social cognition; theory of mind; adolescent; anticipation; brain cortex; diagnostic imaging; nuclear magnetic resonance imaging; perception; physiology; young adult; Adolescent; Adult; Anticipation, Psychological; Cerebral Cortex; Female; Humans; Magnetic Resonance Imaging; Male; Mentalization; Social Perception; Theory of Mind; Young Adult",Article,Scopus,2-s2.0-85065093229
"Fertuck E.A., Grinband J., Mann J.J., Hirsch J., Ochsner K., Pilkonis P., Erbe J., Stanley B.","7801396449;12647205500;57207226769;35299240000;6603738607;35234385300;55551895800;7103265286;","Trustworthiness appraisal deficits in borderline personality disorder are associated with prefrontal cortex, not amygdala, impairment",2019,"NeuroImage: Clinical","21",,"101616","","",,8,"10.1016/j.nicl.2018.101616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059696722&doi=10.1016%2fj.nicl.2018.101616&partnerID=40&md5=8f511a481cdeea108895dd1f6263d572","The City College of the City University of New York, Department of PsychologyNY, United States; Department of Psychiatry, Columbia University, New York, United States; New York State Psychiatric Institute, New York, NY, United States; Department of Radiology, Columbia University, New York, NY, United States; Department of Psychiatry and of Neurobiology, Yale School of MedicineCT, United States; Department of Psychology, Columbia University, New York, NY, United States; Department of Psychiatry, University of Pittsburgh, Pittsburgh, PA, United States","Fertuck, E.A., The City College of the City University of New York, Department of PsychologyNY, United States, Department of Psychiatry, Columbia University, New York, United States, New York State Psychiatric Institute, New York, NY, United States; Grinband, J., Department of Psychiatry, Columbia University, New York, United States, New York State Psychiatric Institute, New York, NY, United States, Department of Radiology, Columbia University, New York, NY, United States; Mann, J.J., Department of Psychiatry, Columbia University, New York, United States, New York State Psychiatric Institute, New York, NY, United States; Hirsch, J., Department of Radiology, Columbia University, New York, NY, United States, Department of Psychiatry and of Neurobiology, Yale School of MedicineCT, United States; Ochsner, K., Department of Psychology, Columbia University, New York, NY, United States; Pilkonis, P., Department of Psychiatry, University of Pittsburgh, Pittsburgh, PA, United States; Erbe, J., The City College of the City University of New York, Department of PsychologyNY, United States, New York State Psychiatric Institute, New York, NY, United States; Stanley, B., Department of Psychiatry, Columbia University, New York, United States, New York State Psychiatric Institute, New York, NY, United States","Amygdala; Borderline personality disorder; Emotion recognition; Fear; Interpersonal threat; Mentalization; Prefrontal cortex; Psychophysics; Social cognition; Trust","adult; amygdala; anterior insula; Article; behavior; BOLD signal; borderline state; clinical article; controlled study; data analysis software; emotionality; facial expression; fear; female; functional magnetic resonance imaging; human; interpersonal threat; lateral prefrontal cortex; mentalization; prefrontal cortex; priority journal; response bias; trust; adolescent; amygdala; borderline state; brain mapping; facial recognition; middle aged; nuclear magnetic resonance imaging; pathophysiology; physiology; prefrontal cortex; psychology; young adult; Adolescent; Adult; Amygdala; Borderline Personality Disorder; Brain Mapping; Facial Expression; Facial Recognition; Fear; Female; Humans; Magnetic Resonance Imaging; Middle Aged; Prefrontal Cortex; Trust; Young Adult",Article,Scopus,2-s2.0-85059696722
"Cole E.J., Barraclough N.E., Andrews T.J.","57197040852;8300619800;7102921266;","Reduced connectivity between mentalizing and mirror systems in autism spectrum condition",2019,"Neuropsychologia","122",,,"88","97",,16,"10.1016/j.neuropsychologia.2018.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057594683&doi=10.1016%2fj.neuropsychologia.2018.11.008&partnerID=40&md5=82441167421bfb71274c2263622dcca8","Department of Psychology, University of York, York, YO10 5DD, United Kingdom","Cole, E.J., Department of Psychology, University of York, York, YO10 5DD, United Kingdom; Barraclough, N.E., Department of Psychology, University of York, York, YO10 5DD, United Kingdom; Andrews, T.J., Department of Psychology, University of York, York, YO10 5DD, United Kingdom","Actions; Autism; Functional magnetic resonance imaging (fMRI); Intentions; Mentalizing; Mirror system","adult; Article; autism; brain region; clinical article; clinical outcome; controlled study; disease association; dorsomedial prefrontal cortex; electroencephalogram; female; functional connectivity; functional magnetic resonance imaging; human; human cell; inferior frontal gyrus; inferior parietal lobe; male; mental function; mental health; mental performance; mentalization; mirror system; temporoparietal junction; videorecording; autism; brain mapping; diagnostic imaging; hand; mirror neuron; movement perception; nerve tract; nuclear magnetic resonance imaging; pathophysiology; perception; physiology; psychology; theory of mind; Adult; Autism Spectrum Disorder; Brain Mapping; Female; Hand; Humans; Magnetic Resonance Imaging; Male; Mirror Neurons; Motion Perception; Neural Pathways; Social Perception; Theory of Mind",Article,Scopus,2-s2.0-85057594683
"Suzuki A., Ueno M., Ishikawa K., Kobayashi A., Okubo M., Nakai T.","12645813500;57202036490;54891684200;55293184500;7202981940;7403004492;","Age-related differences in the activation of the mentalizing- and reward-related brain regions during the learning of others' true trustworthiness",2019,"Neurobiology of Aging","73",,,"1","8",,9,"10.1016/j.neurobiolaging.2018.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054310051&doi=10.1016%2fj.neurobiolaging.2018.09.002&partnerID=40&md5=94c2f0b45d4cf8623d288e05ccfa9311","Department of Psychology, Graduate School of Humanities and Sociology, The University of Tokyo, Bunkyo-ku, Tokyo, Japan; Department of Cognitive and Psychological Sciences, Graduate School of Informatics, Nagoya University, Chikusa-ku, Nagoya, Aichi, Japan; Neuroimaging and Informatics Laboratory, National Center for Geriatrics and Gerontology, Obu, Aichi, Japan; Department of Psychology, Senshu University, Tama-ku, Kawasaki, Kanagawa, Japan","Suzuki, A., Department of Psychology, Graduate School of Humanities and Sociology, The University of Tokyo, Bunkyo-ku, Tokyo, Japan, Department of Cognitive and Psychological Sciences, Graduate School of Informatics, Nagoya University, Chikusa-ku, Nagoya, Aichi, Japan; Ueno, M., Neuroimaging and Informatics Laboratory, National Center for Geriatrics and Gerontology, Obu, Aichi, Japan; Ishikawa, K., Department of Psychology, Senshu University, Tama-ku, Kawasaki, Kanagawa, Japan; Kobayashi, A., Department of Psychology, Senshu University, Tama-ku, Kawasaki, Kanagawa, Japan; Okubo, M., Department of Psychology, Senshu University, Tama-ku, Kawasaki, Kanagawa, Japan; Nakai, T., Neuroimaging and Informatics Laboratory, National Center for Geriatrics and Gerontology, Obu, Aichi, Japan","Aging; Face perception; fMRI; Learning; Social cognition; Trust","aged; aging; article; brain region; controlled study; corpus striatum; facial recognition; functional magnetic resonance imaging; human; learning; medial prefrontal cortex; precuneus; reward; social cognition; stimulus; trust; adult; aging; brain; decision making; diagnostic imaging; face; female; learning; male; middle aged; nuclear magnetic resonance imaging; physiology; psychological feedback; psychology; young adult; Adult; Aged; Aging; Brain; Face; Feedback, Psychological; Female; Humans; Judgment; Learning; Magnetic Resonance Imaging; Male; Mentalization; Middle Aged; Reward; Trust; Young Adult",Article,Scopus,2-s2.0-85054310051
"Hendler T., Raz G., Shimrit S., Jacob Y., Lin T., Roseman L., Wahid W.M., Kremer I., Kupchik M., Kotler M., Bleich-Cohen M.","7004564546;54996059200;57200448766;55576333800;49961708100;56092017300;57200439359;7102018984;21737369500;7102218121;14321046500;","Social affective context reveals altered network dynamics in schizophrenia patients",2018,"Translational Psychiatry","8","1","29","","",,6,"10.1038/s41398-017-0055-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041343417&doi=10.1038%2fs41398-017-0055-9&partnerID=40&md5=44b26b1a8836dbf308087270093d31d7","Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel; Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel; School of Psychological Sciences, Tel Aviv University, Tel Aviv, Israel; Sagol School of Neurosceince, Tel Aviv University, Tel Aviv, Israel; Film and Television Department, Tel Aviv University, Tel Aviv, Israel; Mazra Mental Health Center, Acre, Israel; Beer Yaakov Mental Health Center, Beer Yaakov, Israel","Hendler, T., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel, Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel, School of Psychological Sciences, Tel Aviv University, Tel Aviv, Israel, Sagol School of Neurosceince, Tel Aviv University, Tel Aviv, Israel; Raz, G., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel, Sagol School of Neurosceince, Tel Aviv University, Tel Aviv, Israel, Film and Television Department, Tel Aviv University, Tel Aviv, Israel; Shimrit, S., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel; Jacob, Y., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel, Sagol School of Neurosceince, Tel Aviv University, Tel Aviv, Israel; Lin, T., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel, School of Psychological Sciences, Tel Aviv University, Tel Aviv, Israel; Roseman, L., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel; Wahid, W.M., Mazra Mental Health Center, Acre, Israel; Kremer, I., Mazra Mental Health Center, Acre, Israel; Kupchik, M., Beer Yaakov Mental Health Center, Beer Yaakov, Israel; Kotler, M., Sackler Faculty of Medicine, Tel Aviv University, Tel Aviv, Israel, Mazra Mental Health Center, Acre, Israel; Bleich-Cohen, M., Functional Brain Center, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel",,"adult; Article; clinical article; controlled study; diagnostic accuracy; diagnostic test accuracy study; fear; female; functional connectivity; functional magnetic resonance imaging; functional neuroimaging; human; machine learning; male; mental patient; predictive value; schizophrenia; self report; sensitivity and specificity; social cognition; social psychiatry; adolescent; affect; brain; brain mapping; clinical trial; diagnostic imaging; emotion; image processing; multicenter study; nuclear magnetic resonance imaging; pathophysiology; physiology; psychological rating scale; retrospective study; schizophrenia; social behavior; theory of mind; young adult; Adolescent; Adult; Affect; Brain; Brain Mapping; Emotions; Female; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Psychiatric Status Rating Scales; Retrospective Studies; Schizophrenia; Social Behavior; Theory of Mind; Young Adult",Article,Scopus,2-s2.0-85041343417
"van Schie C.C., van Harmelen A.-L., Hauber K., Boon A., Crone E.A., Elzinga B.M.","55061542200;35747343700;56086511100;16241173800;7004062158;6701605267;","The neural correlates of childhood maltreatment and the ability to understand mental states of others",2017,"European Journal of Psychotraumatology","8","1","1272788","","",,22,"10.1080/20008198.2016.1272788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027701768&doi=10.1080%2f20008198.2016.1272788&partnerID=40&md5=11e3db1e058fe4eedbbff3967c1470b5","Institute of Psychology, Faculty of Social Sciences, Leiden University, Leiden, Netherlands; Leiden Institute for Brain and Cognition, Leiden, Netherlands; Department of Psychiatry, University of Cambridge, Cambridge, United Kingdom; De Jutters Youth Mental Health Care Center, The Hague, Netherlands; Lucertis Child and Adolescent Psychiatry, Rotterdam, Netherlands; Department of Child and Adolescent Psychiatry, Curium-Leiden University Medical Center, Leiden, Netherlands","van Schie, C.C., Institute of Psychology, Faculty of Social Sciences, Leiden University, Leiden, Netherlands, Leiden Institute for Brain and Cognition, Leiden, Netherlands; van Harmelen, A.-L., Department of Psychiatry, University of Cambridge, Cambridge, United Kingdom; Hauber, K., De Jutters Youth Mental Health Care Center, The Hague, Netherlands, Department of Child and Adolescent Psychiatry, Curium-Leiden University Medical Center, Leiden, Netherlands; Boon, A., De Jutters Youth Mental Health Care Center, The Hague, Netherlands, Lucertis Child and Adolescent Psychiatry, Rotterdam, Netherlands, Department of Child and Adolescent Psychiatry, Curium-Leiden University Medical Center, Leiden, Netherlands; Crone, E.A., Institute of Psychology, Faculty of Social Sciences, Leiden University, Leiden, Netherlands, Leiden Institute for Brain and Cognition, Leiden, Netherlands; Elzinga, B.M., Institute of Psychology, Faculty of Social Sciences, Leiden University, Leiden, Netherlands, Leiden Institute for Brain and Cognition, Leiden, Netherlands","Emotion understanding; Emotional abuse; Emotional neglect; Functional imaging; Left inferior frontal gyrus; Mentalization; Reading the mind in the eyes; Sexual abuse",,Article,Scopus,2-s2.0-85027701768
