"","X","subject","educ86","twoyr","female","black","hispanic","bytest","dadmiss","dadvoc","dadsome","dadcoll","mommiss","momvoc","momsome","momcoll","fincome","fincmiss","ownhome","perwhite","urban","cue80","stypc80","stwmfg80","tuition2","tuition4","dist2yr","dist4yr","region_midwest","region_south","region_west","nearer2yr","dad.educ","mom.educ","region","race.ethnicity","outcome","treatment"
"803",803,2340,17,0,0,1,0,57.96,0,0,0,1,0,1,0,0,31500,0,1,54,0,8.5,8977,7.33,135.1,655.89,40,10,0,1,0,FALSE,"College Grad","Voc","South","Black",17,0
"804",804,2343,18,0,0,0,0,56.2,0,1,0,0,0,1,0,0,31500,0,1,54,0,8.5,8977,7.33,135.1,655.89,40,10,0,1,0,FALSE,"Voc","Voc","South","White/Other",18,0
"805",805,2345,17,0,1,1,0,60.07,0,1,0,0,0,0,0,0,0,1,1,54,0,8.5,8977,7.33,135.1,655.89,40,10,0,1,0,FALSE,"Voc","High School","South","Black",17,0
"806",806,2347,15,0,0,0,0,66.35,0,0,0,0,0,0,0,0,18000,0,1,86,0,5.6,10549,7.54,513.86,818.71,5,30,0,1,0,TRUE,"High School","High School","South","White/Other",15,0
"807",807,2351,15,0,1,0,0,62.49,1,0,0,0,0,0,0,0,18000,0,1,22,1,4.6,10815,7.18,394.92,1165.13,7,7,0,1,0,FALSE,"Missing","High School","South","White/Other",15,0
"808",808,2352,13,0,0,0,0,60.57,1,0,0,0,0,0,0,0,14000,0,0,22,1,4.6,10815,7.18,394.92,1165.13,7,7,0,1,0,FALSE,"Missing","High School","South","White/Other",13,0
"809",809,2355,14,0,0,1,0,58.5,0,0,0,1,0,0,0,1,18000,0,1,22,1,4.6,10815,7.18,394.92,1165.13,7,7,0,1,0,FALSE,"College Grad","College Grad","South","Black",14,0
"810",810,2359,15,0,1,0,0,59.41,1,0,0,0,0,0,0,0,18000,0,1,99,0,7.2,8895,332.56,434.18,434.18,17,17,0,1,0,FALSE,"Missing","High School","South","White/Other",15,0
"811",811,2360,14,0,1,1,0,58.71,0,0,1,0,0,0,1,0,18000,0,1,99,0,7.2,8895,332.56,434.18,434.18,17,17,0,1,0,FALSE,"Some College","Some College","South","Black",14,0
"812",812,2361,13,0,0,0,0,66.45,0,0,0,1,0,0,0,0,14000,0,0,99,0,7.2,8895,332.56,434.18,434.18,17,17,0,1,0,FALSE,"College Grad","High School","South","White/Other",13,0
"813",813,2365,15,0,0,0,0,66.59,0,0,0,0,0,0,0,1,14000,0,1,70,0,4,10549,7.54,513.86,818.71,12,20,0,1,0,TRUE,"High School","College Grad","South","White/Other",15,0
"814",814,2374,14,0,0,0,0,59.6,0,0,0,0,0,0,0,0,9500,0,1,100,0,10.8,11997,9.68,554.27,1093.53,20,10,0,1,0,FALSE,"High School","High School","South","White/Other",14,0
"815",815,2376,14,0,0,0,0,55.5,0,0,0,0,0,0,0,0,18000,0,1,100,0,10.8,11997,9.68,554.27,1093.53,20,10,0,1,0,FALSE,"High School","High School","South","White/Other",14,0
"816",816,2378,17,0,0,0,0,66.18,0,0,0,1,0,0,1,0,14000,0,1,81,0,4,8977,7.33,135.1,655.89,12,4,0,1,0,FALSE,"College Grad","Some College","South","White/Other",17,0
"817",817,2379,16,0,1,0,0,60.65,0,0,0,1,1,0,0,0,18000,0,0,81,0,4,8977,7.33,135.1,655.89,12,4,0,1,0,FALSE,"College Grad","Missing","South","White/Other",16,0
"818",818,2381,15,0,0,1,0,56.9,1,0,0,0,0,1,0,0,9500,0,0,81,0,4,8977,7.33,135.1,655.89,12,4,0,1,0,FALSE,"Missing","Voc","South","Black",15,0
"819",819,2384,15,0,1,0,0,55.74,1,0,0,0,0,0,0,0,3500,0,0,94,1,9.3,8895,332.56,434.18,434.18,1,1,0,1,0,FALSE,"Missing","High School","South","White/Other",15,0
"820",820,2386,17,0,1,0,0,56.5,0,0,0,1,0,0,1,0,22500,0,1,94,1,9.3,8895,332.56,434.18,434.18,1,1,0,1,0,FALSE,"College Grad","Some College","South","White/Other",17,0
"821",821,2390,16,0,1,0,0,60.76,0,0,0,0,0,0,0,1,31500,0,1,94,1,9.3,8895,332.56,434.18,434.18,1,1,0,1,0,FALSE,"High School","College Grad","South","White/Other",16,0
"822",822,2392,14,0,0,0,0,62.2,0,0,0,0,0,0,0,0,18000,0,1,91,0,8.8,11997,9.68,554.27,1093.53,7,10,0,1,0,TRUE,"High School","High School","South","White/Other",14,0
"823",823,2394,14,0,1,1,0,55.08,0,0,0,0,0,0,1,0,9500,0,0,77,1,5,10549,7.54,513.86,818.71,4,14,0,1,0,TRUE,"High School","Some College","South","Black",14,0
"824",824,2395,16,0,0,0,0,57.13,0,0,0,1,0,0,0,0,0,1,1,77,1,5,10549,7.54,513.86,818.71,4,14,0,1,0,TRUE,"College Grad","High School","South","White/Other",16,0
"825",825,2403,16,0,1,1,0,58.88,0,0,0,0,0,0,1,0,14000,0,0,0,1,6.7,9279,7.35,509.24,751.73,10,5,0,1,0,FALSE,"High School","Some College","South","Black",16,0
"826",826,2409,16,0,1,0,0,59.53,0,0,0,1,0,0,0,0,31500,0,1,86,0,4,10549,7.54,513.86,818.71,9,20,0,1,0,TRUE,"College Grad","High School","South","White/Other",16,0
"827",827,2412,16,0,0,0,0,62.04,0,0,0,1,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,394.92,1165.13,2,8,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",16,0
"828",828,2413,12,0,0,0,0,56.3,1,0,0,0,0,0,0,1,31500,0,1,76,1,5.5,10815,7.18,394.92,1165.13,2,8,0,1,0,TRUE,"Missing","College Grad","South","White/Other",12,0
"829",829,2414,16,0,1,0,0,68.81,0,0,0,1,0,0,0,1,22500,0,1,76,1,5.5,10815,7.18,394.92,1165.13,2,8,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",16,0
"830",830,2415,16,0,1,0,0,60.14,0,0,0,1,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,394.92,1165.13,2,8,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",16,0
"831",831,2416,14,0,1,0,0,55.75,1,0,0,0,0,0,0,1,62000,0,1,76,1,5.5,10815,7.18,394.92,1165.13,2,8,0,1,0,TRUE,"Missing","College Grad","South","White/Other",14,0
"832",832,2419,15,0,0,0,0,58.97,0,0,0,0,0,0,0,0,31500,0,1,61,0,4.1,8977,7.33,135.1,655.89,10,3,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"833",833,2421,15,0,1,0,0,65.86,0,0,0,0,0,0,0,0,3500,0,1,61,0,4.1,8977,7.33,135.1,655.89,10,3,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"834",834,2422,16,0,1,0,0,62.68,0,0,1,0,0,0,0,0,31500,0,1,61,0,4.1,8977,7.33,135.1,655.89,10,3,0,1,0,FALSE,"Some College","High School","South","White/Other",16,0
"835",835,2430,17,0,0,0,0,69.38,0,0,0,1,0,0,0,1,31500,0,1,70,0,9.2,8977,7.33,135.1,655.89,25,8,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",17,0
"836",836,2432,16,0,0,0,0,64.54,0,0,0,1,0,1,0,0,62000,0,1,70,0,9.2,8977,7.33,135.1,655.89,25,8,0,1,0,FALSE,"College Grad","Voc","South","White/Other",16,0
"837",837,2434,13,0,1,0,0,62.51,0,0,0,0,0,0,0,0,18000,0,0,87,0,6.3,8977,7.33,135.1,655.89,15,25,0,1,0,TRUE,"High School","High School","South","White/Other",13,0
"838",838,2436,18,0,1,0,0,61.61,0,0,0,1,0,0,1,0,31500,0,1,87,0,4.7,10549,7.54,513.86,818.71,0,7,0,1,0,TRUE,"College Grad","Some College","South","White/Other",18,0
"839",839,2437,16,0,1,0,0,65.05,0,0,0,1,0,0,1,0,14000,0,0,87,0,4.7,10549,7.54,513.86,818.71,0,7,0,1,0,TRUE,"College Grad","Some College","South","White/Other",16,0
"840",840,2443,15,0,0,1,0,58.38,1,0,0,0,0,0,0,1,9500,0,1,26,0,6.4,9279,7.35,509.24,751.73,8,4,0,1,0,FALSE,"Missing","College Grad","South","Black",15,0
"841",841,2445,17,0,0,0,0,61.57,0,0,0,0,1,0,0,0,9500,0,1,26,0,6.4,9279,7.35,509.24,751.73,8,4,0,1,0,FALSE,"High School","Missing","South","White/Other",17,0
"842",842,2448,16,0,0,0,0,62.53,1,0,0,0,1,0,0,0,9500,0,1,26,0,6.4,9279,7.35,509.24,751.73,8,4,0,1,0,FALSE,"Missing","Missing","South","White/Other",16,0
"843",843,2450,14,0,0,1,0,61.37,0,0,0,0,0,0,0,0,22500,0,1,62,1,5.6,8977,7.33,135.1,655.89,20,3,0,1,0,FALSE,"High School","High School","South","Black",14,0
"844",844,2456,15,0,1,0,0,63.09,0,0,0,1,0,0,1,0,31500,0,1,69,1,5.7,10815,7.18,394.92,1165.13,1,3,0,1,0,TRUE,"College Grad","Some College","South","White/Other",15,0
"845",845,2457,16,0,0,0,0,60.86,0,0,0,0,0,0,0,0,22500,0,1,69,1,5.7,10815,7.18,394.92,1165.13,1,3,0,1,0,TRUE,"High School","High School","South","White/Other",16,0
"846",846,2458,16,0,0,0,0,56.51,0,0,0,0,0,0,1,0,31500,0,1,69,1,5.7,10815,7.18,394.92,1165.13,1,3,0,1,0,TRUE,"High School","Some College","South","White/Other",16,0
"847",847,2460,16,0,1,0,0,65.95,0,0,0,1,0,0,0,0,14000,0,1,69,1,5.7,10815,7.18,394.92,1165.13,1,3,0,1,0,TRUE,"College Grad","High School","South","White/Other",16,0
"848",848,2461,16,0,0,0,0,55.71,1,0,0,0,0,1,0,0,9500,0,1,67,1,4.6,8977,7.33,135.1,655.89,5,5,0,1,0,FALSE,"Missing","Voc","South","White/Other",16,0
"849",849,2462,15,0,1,0,0,62.86,0,1,0,0,0,0,1,0,31500,0,1,67,1,4.6,8977,7.33,135.1,655.89,5,5,0,1,0,FALSE,"Voc","Some College","South","White/Other",15,0
"850",850,2463,16,0,1,0,0,56.85,0,0,0,0,0,0,0,0,18000,0,0,67,1,4.6,8977,7.33,135.1,655.89,5,5,0,1,0,FALSE,"High School","High School","South","White/Other",16,0
"851",851,2465,17,0,0,0,0,61.54,1,0,0,0,0,1,0,0,18000,0,1,67,1,4.6,8977,7.33,135.1,655.89,5,5,0,1,0,FALSE,"Missing","Voc","South","White/Other",17,0
"852",852,2466,17,0,0,0,0,63.97,0,0,0,1,0,0,0,1,62000,0,1,67,1,4.6,8977,7.33,135.1,655.89,5,5,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",17,0
"853",853,2467,14,0,1,0,0,56.59,0,0,0,0,0,0,0,0,0,1,1,72,0,5.3,10549,7.54,513.86,818.71,8,15,0,1,0,TRUE,"High School","High School","South","White/Other",14,0
"854",854,2469,17,0,1,0,0,60.22,0,0,0,1,0,0,0,1,18000,0,1,72,0,5.3,10549,7.54,513.86,818.71,8,15,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",17,0
"855",855,2473,15,0,1,0,0,67.76,0,0,0,1,1,0,0,0,31500,0,1,62,0,5.2,8795,8.26,374.13,615.47,6,3,0,1,0,FALSE,"College Grad","Missing","South","White/Other",15,0
"856",856,2474,14,0,0,0,0,61.15,0,0,1,0,0,0,0,1,22500,0,1,62,0,5.2,8795,8.26,374.13,615.47,6,3,0,1,0,FALSE,"Some College","College Grad","South","White/Other",14,0
"857",857,2475,12,0,1,0,0,55.52,0,0,1,0,0,1,0,0,14000,0,0,62,0,5.2,8795,8.26,374.13,615.47,6,3,0,1,0,FALSE,"Some College","Voc","South","White/Other",12,0
"858",858,2478,13,0,0,0,0,55.1,0,0,1,0,0,0,1,0,18000,0,0,93,0,5.5,7688,7.4,378.75,883.37,8,1,0,1,0,FALSE,"Some College","Some College","South","White/Other",13,0
"859",859,2480,16,0,1,0,0,59.01,0,0,0,0,0,0,0,0,31500,0,1,60,1,5.5,7688,7.4,378.75,883.37,13,3,0,1,0,FALSE,"High School","High School","South","White/Other",16,0
"860",860,2482,13,0,1,0,0,59.11,1,0,0,0,0,0,0,1,14000,0,0,60,1,5.5,7688,7.4,378.75,883.37,13,3,0,1,0,FALSE,"Missing","College Grad","South","White/Other",13,0
"861",861,2483,15,0,0,1,0,57.6,1,0,0,0,0,0,0,1,9500,0,0,60,1,5.5,7688,7.4,378.75,883.37,13,3,0,1,0,FALSE,"Missing","College Grad","South","Black",15,0
"862",862,2486,18,0,0,1,0,55.28,0,0,0,0,0,0,0,0,9500,0,0,60,1,5.5,7688,7.4,378.75,883.37,13,3,0,1,0,FALSE,"High School","High School","South","Black",18,0
"863",863,2487,16,0,0,0,0,61.24,0,0,0,0,0,0,0,0,9500,0,1,88,0,6.4,8795,8.26,374.13,615.47,60,1,0,1,0,FALSE,"High School","High School","South","White/Other",16,0
"864",864,2491,15,0,1,0,0,60.5,1,0,0,0,1,0,0,0,14000,0,1,80,0,3.7,7688,7.4,378.75,883.37,30,5,0,1,0,FALSE,"Missing","Missing","South","White/Other",15,0
"865",865,2495,16,0,1,0,0,58.24,0,0,1,0,0,0,0,0,31500,0,1,98,1,5.7,8795,8.26,374.13,615.47,40,8,0,1,0,FALSE,"Some College","High School","South","White/Other",16,0
"866",866,2497,12,0,1,0,0,58.23,0,0,0,0,0,0,0,0,18000,0,1,100,0,9,8626,7.49,346.42,804.85,1,15,0,1,0,TRUE,"High School","High School","South","White/Other",12,0
"867",867,2500,16,0,1,0,0,63.57,0,0,1,0,0,0,1,0,9500,0,1,70,0,8.9,8626,7.49,346.42,804.85,20,25,0,1,0,TRUE,"Some College","Some College","South","White/Other",16,0
"868",868,2501,12,0,1,0,0,59.37,0,0,1,0,0,0,0,0,3500,0,1,100,0,13.4,8795,8.26,374.13,615.47,30,35,0,1,0,TRUE,"Some College","High School","South","White/Other",12,0
"869",869,2502,16,0,0,0,0,57.64,0,0,0,1,0,1,0,0,22500,0,1,100,0,13.4,8795,8.26,374.13,615.47,30,35,0,1,0,TRUE,"College Grad","Voc","South","White/Other",16,0
"870",870,2503,16,0,1,0,0,63.75,0,1,0,0,0,0,0,0,9500,0,1,100,0,13.4,8795,8.26,374.13,615.47,30,35,0,1,0,TRUE,"Voc","High School","South","White/Other",16,0
"871",871,2504,17,0,1,0,0,59.27,0,0,0,0,0,0,0,0,18000,0,1,93,0,10.8,8795,8.26,374.13,615.47,6,40,0,1,0,TRUE,"High School","High School","South","White/Other",17,0
"872",872,2505,16,0,0,0,0,59.64,1,0,0,0,0,0,0,0,9500,0,1,93,0,10.8,8795,8.26,374.13,615.47,6,40,0,1,0,TRUE,"Missing","High School","South","White/Other",16,0
"873",873,2506,13,0,0,0,0,66.47,0,0,0,1,0,0,0,1,18000,0,1,93,0,10.8,8795,8.26,374.13,615.47,6,40,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",13,0
"874",874,2508,16,0,0,0,0,57.71,1,0,0,0,0,0,0,1,14000,0,0,100,0,8.5,8795,8.26,374.13,615.47,26,26,0,1,0,FALSE,"Missing","College Grad","South","White/Other",16,0
"875",875,2510,13,0,1,0,0,67,0,1,0,0,0,0,0,0,14000,0,1,99,0,14.9,8795,8.26,374.13,615.47,40,26,0,1,0,FALSE,"Voc","High School","South","White/Other",13,0
"876",876,2511,16,0,1,0,0,62.95,0,0,0,0,0,0,0,1,14000,0,1,99,0,14.9,8795,8.26,374.13,615.47,40,26,0,1,0,FALSE,"High School","College Grad","South","White/Other",16,0
"877",877,2518,15,0,0,0,0,59.44,0,0,0,0,1,0,0,0,14000,0,0,75,0,9.5,7688,7.4,378.75,883.37,35,30,0,1,0,FALSE,"High School","Missing","South","White/Other",15,0
"878",878,2520,16,0,0,0,0,60.89,0,0,0,1,0,0,1,0,18000,0,1,75,0,9.5,7688,7.4,378.75,883.37,35,30,0,1,0,FALSE,"College Grad","Some College","South","White/Other",16,0
"879",879,2521,16,0,0,0,0,62.14,0,0,0,0,0,0,0,0,22500,0,1,70,0,11.5,8626,7.49,346.42,804.85,35,50,0,1,0,TRUE,"High School","High School","South","White/Other",16,0
"880",880,2530,18,0,0,0,0,63.43,0,0,0,1,0,0,0,0,31500,0,1,80,0,7.8,8731,9.07,450.35,669.75,12,12,0,1,0,FALSE,"College Grad","High School","South","White/Other",18,0
"881",881,2538,17,0,1,1,0,60.37,1,0,0,0,0,0,1,0,3500,0,0,2,1,5.9,8795,8.26,374.13,615.47,5,4,0,1,0,FALSE,"Missing","Some College","South","Black",17,0
"882",882,2545,16,0,1,0,0,55.04,0,0,1,0,0,0,1,0,62000,0,1,60,1,7.5,8626,7.49,346.42,804.85,10,10,0,1,0,FALSE,"Some College","Some College","South","White/Other",16,0
"883",883,2549,13,0,1,0,0,59.86,0,0,0,1,0,0,1,0,62000,0,1,60,1,7.5,8626,7.49,346.42,804.85,10,10,0,1,0,FALSE,"College Grad","Some College","South","White/Other",13,0
"884",884,2553,16,0,0,0,0,61.84,0,0,0,1,0,0,1,0,22500,0,1,80,1,5.9,8795,8.26,374.13,615.47,10,12,0,1,0,TRUE,"College Grad","Some College","South","White/Other",16,0
"885",885,2579,17,0,0,0,0,63.71,0,0,0,0,0,0,0,0,14000,0,1,100,0,10.3,8626,7.49,346.42,804.85,30,25,0,1,0,FALSE,"High School","High School","South","White/Other",17,0
"886",886,2584,17,0,1,0,0,64.79,0,0,0,1,0,0,0,1,18000,0,1,75,0,8.4,8795,8.26,374.13,615.47,25,45,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",17,0
"887",887,2587,12,0,0,0,0,57.92,0,0,0,0,0,0,0,0,14000,0,1,99,0,10.2,8795,8.26,374.13,615.47,45,45,0,1,0,FALSE,"High School","High School","South","White/Other",12,0
"888",888,2593,13,0,0,0,0,60.63,0,0,0,0,0,0,0,0,31500,0,1,96,0,7.2,8795,8.26,374.13,615.47,22,35,0,1,0,TRUE,"High School","High School","South","White/Other",13,0
"889",889,2598,14,0,1,0,0,57,0,0,1,0,0,0,0,0,3500,0,1,96,0,6,10497,368.36,524.25,524.25,25,25,0,1,0,FALSE,"Some College","High School","South","White/Other",14,0
"890",890,2599,17,0,1,0,0,59.66,0,0,0,0,0,0,0,0,18000,0,1,96,0,6,10497,368.36,524.25,524.25,25,25,0,1,0,FALSE,"High School","High School","South","White/Other",17,0
"891",891,2601,14,0,1,0,0,58.63,0,0,1,0,1,0,0,0,18000,0,1,96,0,6,10497,368.36,524.25,524.25,25,25,0,1,0,FALSE,"Some College","Missing","South","White/Other",14,0
"892",892,2603,13,0,1,0,0,59.04,0,1,0,0,0,0,0,0,0,1,1,86,0,3.5,10497,368.36,524.25,524.25,10,10,0,1,0,FALSE,"Voc","High School","South","White/Other",13,0
"893",893,2605,14,0,1,1,0,55.82,0,0,1,0,0,0,0,0,9500,0,0,77,0,6.3,9776,9.9,404.16,673.21,5,8,0,1,0,TRUE,"Some College","High School","South","Black",14,0
"894",894,2606,16,0,1,0,0,57.12,0,0,1,0,0,0,0,0,14000,0,1,77,0,6.3,9776,9.9,404.16,673.21,5,8,0,1,0,TRUE,"Some College","High School","South","White/Other",16,0
"895",895,2607,16,0,0,0,1,62.92,0,0,1,0,0,0,0,0,14000,0,0,77,0,6.3,9776,9.9,404.16,673.21,5,8,0,1,0,TRUE,"Some College","High School","South","Hispanic",16,0
"896",896,2608,14,0,1,0,0,59.28,0,1,0,0,0,0,0,0,31500,0,1,77,0,6.3,9776,9.9,404.16,673.21,5,8,0,1,0,TRUE,"Voc","High School","South","White/Other",14,0
"897",897,2610,16,0,1,0,0,56.86,0,0,0,1,0,1,0,0,22500,0,1,78,1,5.4,8189,6.59,479.21,692.84,3,15,0,1,0,TRUE,"College Grad","Voc","South","White/Other",16,0
"898",898,2611,16,0,1,1,0,57.66,0,0,0,0,0,0,0,1,18000,0,0,78,1,5.4,8189,6.59,479.21,692.84,3,15,0,1,0,TRUE,"High School","College Grad","South","Black",16,0
"899",899,2612,14,0,1,0,0,58.67,0,0,0,0,0,0,0,0,9500,0,1,78,1,5.4,8189,6.59,479.21,692.84,3,15,0,1,0,TRUE,"High School","High School","South","White/Other",14,0
"900",900,2614,15,0,0,0,0,65.95,0,1,0,0,0,1,0,0,18000,0,1,78,1,5.4,8189,6.59,479.21,692.84,3,15,0,1,0,TRUE,"Voc","Voc","South","White/Other",15,0
"901",901,2615,15,0,1,0,0,56.11,0,0,0,0,0,0,0,0,22500,0,1,80,0,8.1,9776,9.9,404.16,673.21,7,7,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"902",902,2622,17,0,1,1,0,60.01,0,0,0,1,0,0,0,1,31500,0,1,0,0,8.5,9776,9.9,404.16,673.21,80,40,0,1,0,FALSE,"College Grad","College Grad","South","Black",17,0
"903",903,2633,15,0,0,0,0,60.6,0,0,0,0,0,0,0,0,14000,0,1,98,0,4.9,10497,368.36,524.25,524.25,25,25,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"904",904,2649,16,0,0,0,0,59.4,0,0,0,1,0,0,1,0,62000,0,1,22,0,7.8,10497,368.36,524.25,524.25,11,11,0,1,0,FALSE,"College Grad","Some College","South","White/Other",16,0
"905",905,2659,15,0,1,0,0,57.44,0,0,0,0,0,0,0,0,31500,0,1,88,0,4.5,10497,368.36,524.25,524.25,27,27,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"906",906,2662,16,0,1,0,0,63.41,0,0,0,1,1,0,0,0,9500,0,0,64,1,6,10497,368.36,524.25,524.25,6,6,0,1,0,FALSE,"College Grad","Missing","South","White/Other",16,0
"907",907,2665,18,0,1,0,0,66.31,0,0,0,1,0,0,0,1,31500,0,1,64,1,6,10497,368.36,524.25,524.25,6,6,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",18,0
"908",908,2667,15,0,1,1,0,55.32,0,0,1,0,0,0,1,0,62000,0,1,64,1,6,10497,368.36,524.25,524.25,6,6,0,1,0,FALSE,"Some College","Some College","South","Black",15,0
"909",909,2674,16,0,1,0,0,56.2,0,0,1,0,0,0,1,0,18000,0,1,35,0,9.7,9776,9.9,404.16,673.21,10,36,0,1,0,TRUE,"Some College","Some College","South","White/Other",16,0
"910",910,2680,15,0,1,0,0,56.15,0,0,0,0,0,0,0,0,14000,0,1,67,1,4.1,10497,368.36,524.25,524.25,2,2,0,1,0,FALSE,"High School","High School","South","White/Other",15,0
"911",911,2681,17,0,0,0,0,55.9,0,0,0,0,0,0,0,0,22500,0,1,67,1,4.1,10497,368.36,524.25,524.25,2,2,0,1,0,FALSE,"High School","High School","South","White/Other",17,0
"912",912,2686,16,0,0,0,0,65.17,0,0,0,1,0,0,0,1,31500,0,1,75,1,4.3,10980,9.92,288.68,454.97,1,1,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",16,0
"913",913,2688,16,0,0,0,1,59.38,0,0,0,0,0,0,0,0,14000,0,1,75,1,4.3,10980,9.92,288.68,454.97,1,1,0,1,0,FALSE,"High School","High School","South","Hispanic",16,0
"914",914,2689,13,0,1,1,0,57.05,0,1,0,0,0,0,0,0,14000,0,1,75,1,4.3,10980,9.92,288.68,454.97,1,1,0,1,0,FALSE,"Voc","High School","South","Black",13,0
"915",915,2690,15,0,0,1,0,57.19,0,0,1,0,0,1,0,0,22500,0,1,75,1,4.3,10980,9.92,288.68,454.97,1,1,0,1,0,FALSE,"Some College","Voc","South","Black",15,0
"916",916,2693,17,0,0,0,0,58.82,0,0,1,0,0,0,0,0,22500,0,1,80,0,6.9,10980,9.92,288.68,454.97,5,40,0,1,0,TRUE,"Some College","High School","South","White/Other",17,0
"917",917,2696,12,0,1,0,0,56.44,0,0,0,0,0,0,0,0,18000,0,1,97,0,4.6,10980,9.92,288.68,454.97,40,40,0,1,0,FALSE,"High School","High School","South","White/Other",12,0
"918",918,2700,15,0,1,0,0,64.45,0,0,0,1,0,0,0,1,62000,0,1,97,0,4.6,10980,9.92,288.68,454.97,40,40,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",15,0
"919",919,2705,15,0,0,0,0,62.83,1,0,0,0,0,1,0,0,9500,0,0,86,0,3.5,10980,9.92,288.68,454.97,0,8,0,1,0,TRUE,"Missing","Voc","South","White/Other",15,0
"920",920,2707,16,0,1,0,0,58.85,0,0,0,1,0,0,0,1,0,1,1,86,0,3.5,10980,9.92,288.68,454.97,0,8,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",16,0
"921",921,2709,16,0,1,0,1,60.25,0,0,1,0,0,0,0,0,22500,0,1,86,0,3.5,10980,9.92,288.68,454.97,0,8,0,1,0,TRUE,"Some College","High School","South","Hispanic",16,0
"922",922,2712,15,0,0,0,0,58.63,0,0,0,1,0,0,1,0,18000,0,1,54,1,5.1,10980,9.92,288.68,454.97,3,3,0,1,0,FALSE,"College Grad","Some College","South","White/Other",15,0
"923",923,2714,15,0,1,0,0,67.92,0,0,1,0,0,0,1,0,22500,0,1,85,0,7.5,10980,9.92,288.68,454.97,14,45,0,1,0,TRUE,"Some College","Some College","South","White/Other",15,0
"924",924,2720,12,0,1,0,0,58.03,1,0,0,0,1,0,0,0,9500,0,1,79,0,6.2,10980,9.92,288.68,454.97,16,40,0,1,0,TRUE,"Missing","Missing","South","White/Other",12,0
"925",925,2721,12,0,1,1,0,63.29,1,0,0,0,0,0,0,0,62000,0,1,70,0,3.9,10980,9.92,288.68,454.97,80,38,0,1,0,FALSE,"Missing","High School","South","Black",12,0
"926",926,2723,17,0,0,0,0,63.75,0,0,0,0,0,0,0,0,22500,0,1,70,0,3.9,10980,9.92,288.68,454.97,80,38,0,1,0,FALSE,"High School","High School","South","White/Other",17,0
"927",927,2724,13,0,0,0,0,58.84,1,0,0,0,1,0,0,0,22500,0,1,70,0,3.9,10980,9.92,288.68,454.97,80,38,0,1,0,FALSE,"Missing","Missing","South","White/Other",13,0
"928",928,2728,17,0,1,0,0,61.78,0,0,0,1,0,0,0,1,31500,0,1,66,0,8.1,10980,9.92,288.68,454.97,4,30,0,1,0,TRUE,"College Grad","College Grad","South","White/Other",17,0
"929",929,2732,12,0,0,0,0,67.85,0,0,0,0,0,0,0,0,22500,0,1,79,1,4.9,10980,9.92,288.68,454.97,50,2,0,1,0,FALSE,"High School","High School","South","White/Other",12,0
"930",930,2733,15,0,0,0,0,66.03,0,0,0,1,0,0,0,1,62000,0,1,79,1,4.9,10980,9.92,288.68,454.97,50,2,0,1,0,FALSE,"College Grad","College Grad","South","White/Other",15,0
"931",931,2734,17,0,0,0,0,68.58,0,0,1,0,0,0,0,1,62000,0,1,79,1,4.9,10980,9.92,288.68,454.97,50,2,0,1,0,FALSE,"Some College","College Grad","South","White/Other",17,0
"932",932,2736,13,0,1,1,0,56.06,0,0,1,0,0,1,0,0,18000,0,1,79,1,4.9,10980,9.92,288.68,454.97,50,2,0,1,0,FALSE,"Some College","Voc","South","Black",13,0
"933",933,2737,12,0,0,0,0,58.08,1,0,0,0,0,0,0,0,3500,0,0,79,1,4.9,10980,9.92,288.68,454.97,50,2,0,1,0,FALSE,"Missing","High School","South","White/Other",12,0
"934",934,2746,16,0,1,0,0,63.52,0,0,1,0,0,0,1,0,31500,0,1,95,0,3.1,10980,9.92,288.68,454.97,20,1,0,1,0,FALSE,"Some College","Some College","South","White/Other",16,0
"935",935,2748,12,0,0,0,0,61.7,0,0,0,1,0,0,0,0,31500,0,1,95,0,3.1,10980,9.92,288.68,454.97,20,1,0,1,0,FALSE,"College Grad","High School","South","White/Other",12,0
"936",936,2750,16,0,0,0,0,57.56,0,0,1,0,0,0,0,1,62000,0,1,95,0,3.1,10980,9.92,288.68,454.97,20,1,0,1,0,FALSE,"Some College","College Grad","South","White/Other",16,0
"937",937,2752,13,0,1,0,1,57.94,0,0,0,0,0,0,0,0,9500,0,1,94,0,3.7,10980,9.92,288.68,454.97,2,1,0,1,0,FALSE,"High School","High School","South","Hispanic",13,0
